age,screen_damage,battery_damage,model_name,price,ram,rom,make_receive_call,touch_screen_working,isOriginalScreen
1,5,5,iPhone 15,52500,,512,False,True,False
1,5,3,iPhone 15,51000,,512,True,False,False
1,2,4,iPhone 15,49500,,256,True,False,False
1,4,4,iPhone 15,48000,,512,True,False,True
1,2,4,iPhone 15,46500,,256,False,True,True
1,1,4,iPhone 15,45000,,256,True,False,False
1,1,2,iPhone 15,43500,,256,True,False,True
1,1,5,iPhone 15,42000,,256,True,False,False
1,3,2,iPhone 15,40500,,512,True,False,True
1,5,1,iPhone 15,39000,,64,True,False,True
1,2,4,iPhone 15,1499,,512,False,False,False
1,4,2,iPhone 15,51000,,64,True,False,False
1,4,1,iPhone 15,49500,,64,True,True,False
1,3,1,iPhone 15,48000,,128,True,True,False
1,4,3,iPhone 15,46500,,512,True,True,True
1,5,5,iPhone 15,45000,,128,True,True,True
1,3,2,iPhone 15,43500,,64,True,False,False
1,2,3,iPhone 15,42000,,256,False,True,True
1,2,3,iPhone 15,40500,,512,True,False,False
1,1,5,iPhone 15,39000,,512,True,False,True
1,1,4,iPhone 15,37500,,64,True,True,False
1,2,3,iPhone 15,1499,,128,False,False,False
1,1,2,iPhone 15,49500,,256,False,True,False
1,3,5,iPhone 15,48000,,256,True,True,True
1,5,4,iPhone 15,46500,,256,True,True,True
1,4,5,iPhone 15,45000,,64,False,True,True
1,2,3,iPhone 15,43500,,128,True,False,True
1,3,5,iPhone 15,42000,,64,False,True,False
1,4,4,iPhone 15,40500,,256,True,True,False
1,1,4,iPhone 15,1499,,64,False,False,False
1,3,5,iPhone 15,37500,,256,False,True,True
1,5,2,iPhone 15,36000,,64,False,True,True
1,1,5,iPhone 15,34500,,512,True,True,True
1,4,2,iPhone 15,48000,,128,False,True,True
1,1,5,iPhone 15,46500,,64,True,False,True
1,5,5,iPhone 15,45000,,64,True,False,True
1,3,2,iPhone 15,43500,,512,False,True,False
1,3,4,iPhone 15,1499,,512,False,False,False
1,4,2,iPhone 15,40500,,64,False,True,True
1,4,5,iPhone 15,39000,,256,True,True,False
1,2,2,iPhone 15,37500,,256,False,False,True
1,3,2,iPhone 15,36000,,64,True,False,False
1,3,5,iPhone 15,34500,,256,True,True,False
1,1,2,iPhone 15,33000,,64,False,False,True
1,1,5,iPhone 15,46500,,64,True,False,False
1,3,1,iPhone 15,45000,,128,True,True,True
1,5,1,iPhone 15,43500,,128,False,False,True
1,4,4,iPhone 15,42000,,512,False,True,False
1,1,2,iPhone 15,40500,,512,False,False,True
1,5,3,iPhone 15,39000,,512,True,True,False
1,4,1,iPhone 15,37500,,256,False,False,True
1,5,1,iPhone 15,1499,,256,False,False,False
1,3,3,iPhone 15,34500,,64,True,False,True
1,1,1,iPhone 15,33000,,256,False,True,False
1,5,4,iPhone 15,31500,,512,False,False,True
1,1,1,iPhone 15,45000,,256,False,True,True
1,2,1,iPhone 15,43500,,128,False,True,True
1,3,5,iPhone 15,42000,,128,True,True,False
1,1,3,iPhone 15,40500,,128,False,True,False
1,3,2,iPhone 15,39000,,256,True,False,False
1,3,1,iPhone 15,37500,,512,True,True,True
1,3,2,iPhone 15,36000,,512,True,False,True
1,3,2,iPhone 15,34500,,256,True,False,False
1,5,3,iPhone 15,33000,,512,False,False,True
1,2,3,iPhone 15,31500,,128,True,True,False
1,5,3,iPhone 15,30000,,128,True,True,False
2,1,5,iPhone 15,58000,,64,False,True,False
2,3,4,iPhone 15,1499,,128,False,False,False
2,5,1,iPhone 15,55000,,64,True,False,False
2,1,5,iPhone 15,53500,,512,True,True,True
2,2,1,iPhone 15,52000,,256,True,True,False
2,3,4,iPhone 15,1499,,256,False,False,False
2,4,4,iPhone 15,49000,,256,True,False,True
2,2,2,iPhone 15,47500,,256,True,False,True
2,1,2,iPhone 15,46000,,128,False,True,False
2,4,5,iPhone 15,44500,,64,True,False,True
2,1,3,iPhone 15,43000,,256,False,False,True
2,1,3,iPhone 15,56500,,256,False,False,True
2,3,1,iPhone 15,55000,,512,True,False,False
2,1,1,iPhone 15,53500,,256,False,False,True
2,3,5,iPhone 15,52000,,128,True,True,True
2,4,5,iPhone 15,1499,,512,False,False,False
2,1,5,iPhone 15,49000,,512,False,True,False
2,4,4,iPhone 15,1499,,512,False,False,False
2,1,2,iPhone 15,46000,,512,False,True,False
2,1,5,iPhone 15,44500,,128,False,True,False
2,3,2,iPhone 15,43000,,128,True,True,True
2,5,4,iPhone 15,41500,,256,True,True,False
2,5,3,iPhone 15,55000,,256,True,True,True
2,2,2,iPhone 15,1499,,64,False,False,False
2,5,4,iPhone 15,52000,,256,False,True,False
2,4,1,iPhone 15,50500,,64,True,False,True
2,2,3,iPhone 15,49000,,256,False,True,True
2,3,5,iPhone 15,47500,,512,True,True,True
2,1,1,iPhone 15,46000,,128,False,False,True
2,3,3,iPhone 15,44500,,64,False,True,False
2,2,2,iPhone 15,43000,,64,False,True,True
2,1,5,iPhone 15,41500,,512,False,True,False
2,1,2,iPhone 15,40000,,64,False,True,False
2,1,2,iPhone 15,53500,,64,True,True,False
2,3,1,iPhone 15,52000,,64,True,True,True
2,3,1,iPhone 15,50500,,512,True,False,True
2,1,5,iPhone 15,49000,,128,True,True,True
2,3,2,iPhone 15,47500,,64,False,True,True
2,4,2,iPhone 15,46000,,64,True,False,True
2,1,2,iPhone 15,44500,,128,True,False,True
2,3,4,iPhone 15,1499,,128,False,False,False
2,2,5,iPhone 15,41500,,256,False,True,True
2,4,3,iPhone 15,40000,,128,True,True,True
2,3,2,iPhone 15,38500,,512,True,False,True
2,3,3,iPhone 15,52000,,512,True,False,True
2,1,3,iPhone 15,50500,,128,True,False,False
2,3,3,iPhone 15,49000,,256,True,False,False
2,5,4,iPhone 15,47500,,512,True,True,False
2,3,5,iPhone 15,46000,,128,False,True,True
2,4,2,iPhone 15,44500,,128,False,False,True
2,3,4,iPhone 15,43000,,64,False,True,True
2,2,1,iPhone 15,41500,,512,False,False,True
2,4,2,iPhone 15,40000,,256,False,False,True
2,2,2,iPhone 15,1499,,512,False,False,False
2,4,2,iPhone 15,37000,,128,False,True,False
2,3,5,iPhone 15,50500,,64,True,False,False
2,1,1,iPhone 15,49000,,512,False,False,True
2,4,2,iPhone 15,47500,,64,False,False,True
2,2,4,iPhone 15,46000,,64,True,True,True
2,5,5,iPhone 15,44500,,512,True,True,True
2,1,3,iPhone 15,43000,,256,False,False,True
2,5,2,iPhone 15,41500,,128,True,False,False
2,5,2,iPhone 15,40000,,512,False,True,False
2,2,4,iPhone 15,38500,,256,True,True,True
2,1,4,iPhone 15,37000,,512,True,True,False
2,4,2,iPhone 15,35500,,512,True,True,False
2,3,3,iPhone 15,49000,,64,True,False,True
2,5,3,iPhone 15,47500,,512,True,True,False
2,4,5,iPhone 15,46000,,128,True,False,False
2,3,2,iPhone 15,44500,,512,True,True,True
2,4,3,iPhone 15,43000,,256,False,True,True
2,5,1,iPhone 15,41500,,512,True,False,False
2,4,2,iPhone 15,1499,,128,False,False,False
2,1,2,iPhone 15,38500,,128,False,True,True
2,1,4,iPhone 15,37000,,256,True,False,True
2,1,3,iPhone 15,35500,,256,False,True,True
2,2,2,iPhone 15,34000,,256,False,True,False
2,1,3,iPhone 15,47500,,128,False,True,True
2,5,4,iPhone 15,46000,,512,True,True,True
2,5,3,iPhone 15,44500,,256,True,False,False
2,1,2,iPhone 15,43000,,64,True,True,True
2,4,4,iPhone 15,41500,,64,False,True,True
2,5,1,iPhone 15,40000,,256,True,True,True
2,5,4,iPhone 15,38500,,128,True,False,True
2,2,3,iPhone 15,37000,,128,True,False,False
2,5,2,iPhone 15,35500,,128,False,True,True
2,4,2,iPhone 15,34000,,64,False,True,True
2,1,3,iPhone 15,32500,,512,True,True,False
2,1,3,iPhone 15,46000,,512,True,False,False
2,3,4,iPhone 15,44500,,512,False,False,True
2,5,1,iPhone 15,43000,,256,False,True,True
2,3,4,iPhone 15,41500,,256,False,True,True
2,4,5,iPhone 15,1499,,128,False,False,False
2,4,2,iPhone 15,38500,,512,True,False,True
2,5,1,iPhone 15,37000,,64,False,True,True
2,1,5,iPhone 15,1499,,256,False,False,False
2,1,1,iPhone 15,34000,,64,False,True,True
2,2,3,iPhone 15,32500,,256,True,False,False
2,4,2,iPhone 15,31000,,64,True,True,False
2,3,5,iPhone 15,44500,,512,True,False,True
2,5,3,iPhone 15,43000,,64,True,False,False
2,2,2,iPhone 15,41500,,128,True,False,True
2,2,1,iPhone 15,40000,,512,True,True,False
2,5,5,iPhone 15,38500,,256,True,False,False
2,1,1,iPhone 15,37000,,512,True,True,False
2,5,4,iPhone 15,35500,,256,False,True,False
2,5,5,iPhone 15,34000,,512,True,True,False
2,5,1,iPhone 15,32500,,64,True,True,True
2,2,2,iPhone 15,31000,,256,False,True,False
2,3,4,iPhone 15,1499,,512,False,False,False
2,4,3,iPhone 15,43000,,64,False,True,True
2,1,1,iPhone 15,41500,,512,True,False,True
2,3,2,iPhone 15,40000,,64,True,True,False
2,3,2,iPhone 15,38500,,128,False,True,False
2,4,2,iPhone 15,37000,,64,False,True,False
2,5,2,iPhone 15,35500,,256,False,True,True
2,2,4,iPhone 15,34000,,64,True,False,False
2,3,3,iPhone 15,32500,,512,False,False,True
2,4,2,iPhone 15,31000,,128,True,True,True
2,5,5,iPhone 15,29500,,512,True,False,True
2,5,1,iPhone 15,28000,,512,False,True,False
3,3,5,iPhone 15,56000,,512,False,False,True
3,1,1,iPhone 15,54500,,512,False,True,True
3,3,2,iPhone 15,53000,,512,False,False,True
3,2,2,iPhone 15,51500,,256,True,True,True
3,4,4,iPhone 15,50000,,512,True,False,True
3,3,5,iPhone 15,48500,,64,True,True,True
3,2,2,iPhone 15,47000,,128,False,True,False
3,2,5,iPhone 15,45500,,128,True,False,True
3,5,1,iPhone 15,44000,,256,True,True,True
3,4,2,iPhone 15,1499,,64,False,False,False
3,5,3,iPhone 15,1499,,128,False,False,False
3,2,5,iPhone 15,54500,,64,True,False,True
3,5,1,iPhone 15,53000,,64,True,False,True
3,4,5,iPhone 15,51500,,128,True,True,True
3,2,2,iPhone 15,50000,,512,False,False,True
3,3,5,iPhone 15,48500,,64,True,False,False
3,1,5,iPhone 15,47000,,512,False,True,False
3,1,3,iPhone 15,45500,,512,True,True,True
3,4,2,iPhone 15,44000,,128,True,False,False
3,4,1,iPhone 15,42500,,512,True,True,False
3,1,5,iPhone 15,41000,,256,False,True,True
3,5,4,iPhone 15,1499,,64,False,False,False
3,3,1,iPhone 15,53000,,512,True,False,True
3,3,1,iPhone 15,1499,,256,False,False,False
3,5,1,iPhone 15,50000,,64,True,False,True
3,5,4,iPhone 15,48500,,512,True,False,True
3,1,3,iPhone 15,47000,,512,True,False,False
3,5,4,iPhone 15,45500,,256,False,True,False
3,4,5,iPhone 15,44000,,128,False,True,False
3,2,4,iPhone 15,42500,,128,False,True,True
3,2,4,iPhone 15,41000,,512,False,True,True
3,5,1,iPhone 15,39500,,256,True,True,False
3,4,4,iPhone 15,38000,,128,False,True,False
3,5,1,iPhone 15,51500,,256,True,True,False
3,1,1,iPhone 15,50000,,256,True,True,False
3,4,1,iPhone 15,48500,,128,True,False,True
3,2,4,iPhone 15,47000,,512,True,False,True
3,3,4,iPhone 15,45500,,128,True,True,True
3,2,3,iPhone 15,44000,,256,False,False,True
3,3,1,iPhone 15,42500,,128,True,False,True
3,2,2,iPhone 15,41000,,64,False,True,True
3,4,4,iPhone 15,39500,,256,True,False,False
3,2,5,iPhone 15,38000,,512,True,False,False
3,1,5,iPhone 15,36500,,128,True,False,True
3,2,2,iPhone 15,50000,,256,True,True,True
3,3,5,iPhone 15,48500,,128,False,False,True
3,1,1,iPhone 15,47000,,256,False,False,True
3,5,4,iPhone 15,45500,,64,True,True,True
3,5,5,iPhone 15,44000,,64,False,True,True
3,5,1,iPhone 15,42500,,128,True,True,False
3,1,4,iPhone 15,41000,,128,False,True,False
3,5,4,iPhone 15,39500,,512,True,False,True
3,4,1,iPhone 15,38000,,64,True,False,False
3,1,2,iPhone 15,36500,,512,False,False,True
3,2,4,iPhone 15,35000,,64,False,False,True
3,4,5,iPhone 15,48500,,256,True,True,False
3,5,2,iPhone 15,47000,,512,True,True,True
3,1,5,iPhone 15,45500,,256,False,True,False
3,2,4,iPhone 15,44000,,256,True,False,False
3,4,3,iPhone 15,42500,,256,False,True,True
3,4,4,iPhone 15,41000,,64,True,False,False
3,4,3,iPhone 15,39500,,512,True,True,False
3,5,4,iPhone 15,38000,,512,True,False,True
3,1,3,iPhone 15,36500,,64,True,False,False
3,5,3,iPhone 15,1499,,128,False,False,False
3,2,2,iPhone 15,1499,,256,False,False,False
3,2,1,iPhone 15,47000,,64,True,True,True
3,5,4,iPhone 15,45500,,512,False,False,True
3,3,5,iPhone 15,44000,,64,False,False,True
3,1,1,iPhone 15,42500,,128,False,True,False
3,2,1,iPhone 15,41000,,256,True,False,True
3,1,1,iPhone 15,39500,,128,False,True,True
3,3,5,iPhone 15,38000,,64,True,False,False
3,4,4,iPhone 15,36500,,64,True,True,True
3,2,3,iPhone 15,35000,,128,True,True,False
3,3,2,iPhone 15,33500,,64,True,False,True
3,5,3,iPhone 15,32000,,128,True,False,False
3,5,3,iPhone 15,45500,,128,True,True,False
3,4,3,iPhone 15,1499,,512,False,False,False
3,4,4,iPhone 15,42500,,128,False,False,True
3,2,5,iPhone 15,1499,,512,False,False,False
3,5,4,iPhone 15,1499,,64,False,False,False
3,2,1,iPhone 15,38000,,256,True,False,False
3,4,4,iPhone 15,36500,,64,False,True,True
3,4,4,iPhone 15,35000,,128,True,True,False
3,1,5,iPhone 15,33500,,256,True,True,True
3,1,2,iPhone 15,32000,,128,True,True,False
3,3,5,iPhone 15,30500,,256,True,False,True
3,5,3,iPhone 15,1499,,128,False,False,False
3,2,5,iPhone 15,1499,,128,False,False,False
3,5,1,iPhone 15,41000,,64,False,True,True
3,2,4,iPhone 15,39500,,256,False,True,True
3,1,5,iPhone 15,1499,,512,False,False,False
3,2,3,iPhone 15,36500,,256,True,False,False
3,1,3,iPhone 15,35000,,512,False,True,True
3,1,4,iPhone 15,33500,,256,True,False,True
3,3,5,iPhone 15,32000,,128,True,True,True
3,5,2,iPhone 15,30500,,64,True,True,True
3,2,5,iPhone 15,29000,,256,False,True,False
3,2,1,iPhone 15,42500,,128,True,True,False
3,5,5,iPhone 15,41000,,512,True,True,True
3,5,2,iPhone 15,39500,,512,True,False,False
3,4,4,iPhone 15,38000,,512,True,False,True
3,5,5,iPhone 15,36500,,128,False,True,True
3,3,5,iPhone 15,35000,,64,True,False,True
3,1,1,iPhone 15,33500,,64,False,True,False
3,1,3,iPhone 15,32000,,64,False,True,False
3,2,4,iPhone 15,30500,,512,True,True,False
3,4,1,iPhone 15,29000,,512,False,True,False
3,4,1,iPhone 15,27500,,512,True,True,True
3,2,5,iPhone 15,41000,,256,False,True,False
3,2,5,iPhone 15,39500,,128,False,True,True
3,5,5,iPhone 15,1499,,256,False,False,False
3,2,4,iPhone 15,36500,,256,False,True,True
3,5,4,iPhone 15,35000,,256,True,False,False
3,1,1,iPhone 15,33500,,512,True,False,False
3,2,2,iPhone 15,1499,,256,False,False,False
3,4,1,iPhone 15,30500,,64,True,True,True
3,4,5,iPhone 15,29000,,128,True,False,False
3,4,5,iPhone 15,27500,,128,False,False,True
3,4,4,iPhone 15,26000,,64,True,False,False
4,1,5,iPhone 15,54000,,128,True,True,False
4,1,2,iPhone 15,52500,,64,False,True,False
4,1,5,iPhone 15,51000,,512,False,True,True
4,4,4,iPhone 15,49500,,64,True,False,True
4,4,4,iPhone 15,48000,,64,True,False,True
4,3,2,iPhone 15,46500,,256,False,True,False
4,5,1,iPhone 15,45000,,256,True,True,True
4,5,5,iPhone 15,43500,,128,True,True,False
4,1,3,iPhone 15,42000,,512,True,True,False
4,5,1,iPhone 15,40500,,256,True,True,False
4,1,2,iPhone 15,39000,,256,True,True,True
4,3,3,iPhone 15,52500,,128,True,False,False
4,3,5,iPhone 15,1499,,512,False,False,False
4,3,1,iPhone 15,49500,,128,True,True,False
4,1,1,iPhone 15,48000,,512,True,False,False
4,5,2,iPhone 15,1499,,512,False,False,False
4,4,5,iPhone 15,45000,,64,True,False,False
4,1,2,iPhone 15,1499,,512,False,False,False
4,2,5,iPhone 15,42000,,64,True,True,True
4,2,2,iPhone 15,40500,,512,False,True,False
4,3,4,iPhone 15,39000,,128,False,False,True
4,1,4,iPhone 15,1499,,256,False,False,False
4,5,5,iPhone 15,51000,,64,True,True,False
4,1,1,iPhone 15,49500,,64,True,False,True
4,3,4,iPhone 15,48000,,256,False,True,True
4,1,3,iPhone 15,46500,,256,True,True,True
4,5,3,iPhone 15,45000,,128,True,True,False
4,2,4,iPhone 15,43500,,128,False,True,False
4,1,3,iPhone 15,42000,,128,True,False,False
4,2,4,iPhone 15,1499,,64,False,False,False
4,3,4,iPhone 15,39000,,256,True,False,False
4,5,1,iPhone 15,37500,,256,False,False,True
4,4,2,iPhone 15,36000,,128,False,True,True
4,4,5,iPhone 15,49500,,512,False,False,True
4,1,1,iPhone 15,1499,,256,False,False,False
4,5,5,iPhone 15,46500,,512,False,True,False
4,3,2,iPhone 15,45000,,64,True,False,False
4,5,1,iPhone 15,43500,,128,True,False,True
4,1,5,iPhone 15,42000,,64,False,False,True
4,2,3,iPhone 15,40500,,128,False,False,True
4,5,3,iPhone 15,39000,,512,True,False,True
4,5,2,iPhone 15,37500,,64,False,True,True
4,1,2,iPhone 15,1499,,512,False,False,False
4,4,5,iPhone 15,34500,,256,True,False,True
4,5,5,iPhone 15,48000,,256,False,True,True
4,1,1,iPhone 15,46500,,512,True,False,True
4,4,3,iPhone 15,45000,,128,False,True,True
4,5,4,iPhone 15,43500,,128,True,False,True
4,1,4,iPhone 15,42000,,64,True,True,False
4,5,1,iPhone 15,40500,,512,False,True,True
4,4,2,iPhone 15,1499,,128,False,False,False
4,3,5,iPhone 15,37500,,128,True,False,False
4,4,1,iPhone 15,36000,,256,False,True,False
4,3,2,iPhone 15,34500,,64,True,True,True
4,3,4,iPhone 15,1499,,256,False,False,False
4,4,5,iPhone 15,46500,,512,False,False,True
4,3,4,iPhone 15,45000,,128,False,False,True
4,4,1,iPhone 15,43500,,512,False,True,True
4,3,4,iPhone 15,42000,,256,True,True,False
4,2,1,iPhone 15,40500,,64,True,True,False
4,4,5,iPhone 15,39000,,256,False,False,True
4,2,5,iPhone 15,37500,,64,True,False,False
4,4,4,iPhone 15,36000,,64,False,False,True
4,5,4,iPhone 15,34500,,128,True,False,False
4,3,5,iPhone 15,33000,,512,False,True,False
4,1,2,iPhone 15,31500,,512,True,False,True
4,2,2,iPhone 15,45000,,64,True,True,False
4,5,5,iPhone 15,43500,,128,False,False,True
4,5,5,iPhone 15,42000,,128,True,False,True
4,1,2,iPhone 15,40500,,64,False,True,True
4,5,2,iPhone 15,39000,,128,True,True,False
4,1,5,iPhone 15,37500,,128,True,True,False
4,4,5,iPhone 15,36000,,512,True,True,True
4,3,1,iPhone 15,34500,,64,False,True,True
4,4,5,iPhone 15,1499,,64,False,False,False
4,2,3,iPhone 15,31500,,256,True,True,True
4,4,5,iPhone 15,30000,,512,True,True,False
4,3,2,iPhone 15,43500,,256,False,True,True
4,2,2,iPhone 15,42000,,512,False,False,True
4,3,5,iPhone 15,40500,,128,True,True,True
4,3,2,iPhone 15,1499,,128,False,False,False
4,3,2,iPhone 15,37500,,64,False,True,False
4,2,5,iPhone 15,36000,,256,True,False,True
4,4,5,iPhone 15,1499,,512,False,False,False
4,5,4,iPhone 15,33000,,64,True,False,False
4,4,5,iPhone 15,31500,,64,True,True,True
4,4,2,iPhone 15,1499,,128,False,False,False
4,1,1,iPhone 15,28500,,128,True,False,False
4,3,4,iPhone 15,42000,,128,True,True,False
4,5,2,iPhone 15,40500,,512,False,True,False
4,4,1,iPhone 15,39000,,64,True,True,True
4,3,3,iPhone 15,37500,,256,False,True,True
4,1,4,iPhone 15,36000,,256,True,True,False
4,1,4,iPhone 15,1499,,512,False,False,False
4,3,5,iPhone 15,33000,,512,True,False,True
4,1,5,iPhone 15,31500,,512,False,True,True
4,3,4,iPhone 15,30000,,128,True,False,True
4,1,3,iPhone 15,28500,,256,True,True,False
4,1,2,iPhone 15,27000,,128,False,True,True
4,2,4,iPhone 15,40500,,512,False,True,True
4,3,3,iPhone 15,39000,,512,False,True,False
4,2,3,iPhone 15,37500,,128,True,True,True
4,2,3,iPhone 15,36000,,128,True,False,False
4,5,1,iPhone 15,34500,,64,False,False,True
4,2,5,iPhone 15,33000,,256,True,True,False
4,4,4,iPhone 15,31500,,64,True,True,False
4,4,5,iPhone 15,30000,,256,False,True,False
4,5,5,iPhone 15,28500,,128,False,True,False
4,2,3,iPhone 15,27000,,256,False,True,True
4,3,3,iPhone 15,25500,,256,False,True,False
4,4,3,iPhone 15,39000,,256,True,False,True
4,4,2,iPhone 15,37500,,128,False,True,True
4,1,4,iPhone 15,36000,,256,True,False,False
4,4,2,iPhone 15,34500,,256,True,False,False
4,2,5,iPhone 15,33000,,512,True,False,False
4,3,5,iPhone 15,31500,,128,True,False,False
4,2,1,iPhone 15,30000,,512,True,True,True
4,4,1,iPhone 15,28500,,256,False,True,False
4,5,3,iPhone 15,27000,,128,True,False,True
4,3,1,iPhone 15,25500,,64,False,True,True
4,5,3,iPhone 15,1499,,512,False,False,False
5,2,5,iPhone 15,52000,,512,False,True,False
5,3,3,iPhone 15,50500,,64,False,True,True
5,4,2,iPhone 15,49000,,128,True,False,False
5,2,1,iPhone 15,47500,,512,False,True,False
5,2,5,iPhone 15,46000,,128,False,False,True
5,1,3,iPhone 15,44500,,512,True,False,False
5,3,5,iPhone 15,43000,,64,True,False,False
5,2,2,iPhone 15,41500,,256,True,False,True
5,5,1,iPhone 15,40000,,128,True,True,True
5,1,4,iPhone 15,1499,,512,False,False,False
5,3,2,iPhone 15,37000,,256,False,True,True
5,5,4,iPhone 15,50500,,64,False,True,True
5,5,5,iPhone 15,49000,,512,True,False,True
5,2,3,iPhone 15,47500,,128,False,True,False
5,2,1,iPhone 15,46000,,512,False,True,True
5,4,3,iPhone 15,44500,,128,True,True,False
5,2,4,iPhone 15,43000,,64,False,True,False
5,1,2,iPhone 15,41500,,512,True,True,True
5,3,5,iPhone 15,40000,,256,False,True,False
5,3,3,iPhone 15,38500,,128,True,True,False
5,4,3,iPhone 15,37000,,256,False,True,False
5,1,3,iPhone 15,35500,,256,True,True,False
5,5,5,iPhone 15,49000,,64,False,True,True
5,1,2,iPhone 15,47500,,256,False,True,False
5,5,2,iPhone 15,46000,,128,True,True,False
5,1,3,iPhone 15,44500,,128,False,False,True
5,4,5,iPhone 15,43000,,64,False,True,False
5,5,1,iPhone 15,41500,,128,True,False,False
5,2,5,iPhone 15,40000,,256,False,True,True
5,1,5,iPhone 15,38500,,256,False,True,False
5,3,3,iPhone 15,37000,,128,True,True,True
5,1,5,iPhone 15,35500,,512,False,False,True
5,1,3,iPhone 15,34000,,128,True,True,False
5,5,3,iPhone 15,1499,,64,False,False,False
5,5,3,iPhone 15,46000,,512,True,True,True
5,2,4,iPhone 15,44500,,256,True,True,False
5,4,2,iPhone 15,43000,,512,True,False,True
5,5,4,iPhone 15,41500,,512,True,False,True
5,5,4,iPhone 15,40000,,128,False,True,False
5,1,1,iPhone 15,1499,,256,False,False,False
5,5,4,iPhone 15,37000,,256,True,False,True
5,4,1,iPhone 15,35500,,64,True,False,True
5,2,3,iPhone 15,34000,,64,True,False,False
5,2,5,iPhone 15,32500,,512,False,True,False
5,2,3,iPhone 15,46000,,64,True,False,True
5,2,4,iPhone 15,44500,,256,True,False,False
5,1,1,iPhone 15,43000,,128,False,True,True
5,1,3,iPhone 15,41500,,64,False,True,False
5,3,2,iPhone 15,40000,,512,True,False,True
5,2,4,iPhone 15,38500,,64,False,False,True
5,2,3,iPhone 15,37000,,64,True,False,False
5,2,2,iPhone 15,35500,,64,True,False,True
5,2,2,iPhone 15,34000,,128,True,False,True
5,4,5,iPhone 15,32500,,256,False,True,True
5,2,1,iPhone 15,31000,,64,False,False,True
5,2,2,iPhone 15,44500,,256,True,False,True
5,2,1,iPhone 15,43000,,128,True,False,False
5,2,3,iPhone 15,41500,,512,False,True,False
5,2,3,iPhone 15,40000,,128,False,False,True
5,4,5,iPhone 15,38500,,256,True,True,False
5,5,4,iPhone 15,37000,,128,True,True,True
5,1,4,iPhone 15,35500,,128,False,False,True
5,2,5,iPhone 15,34000,,256,False,True,False
5,1,4,iPhone 15,32500,,256,True,True,False
5,3,3,iPhone 15,31000,,256,True,False,True
5,2,2,iPhone 15,29500,,256,False,False,True
5,4,3,iPhone 15,43000,,64,True,False,False
5,2,5,iPhone 15,1499,,512,False,False,False
5,4,3,iPhone 15,40000,,64,False,True,False
5,3,3,iPhone 15,38500,,512,False,False,True
5,1,1,iPhone 15,37000,,512,False,True,True
5,2,1,iPhone 15,1499,,64,False,False,False
